Gene	Group	BS_P1	BS_3B	BS_4B	BS_5B	BS_6B	M_P1	M_3PM	M_4PM	M_5PM	M_1M	M_2M
Zm00001d003928	M6	-1.787478011	-0.04677795	1.063743741	0.916074526	1.642717171	-0.94071364	-0.019152961	0.488285502	0.083139596	-0.592554869	-0.807283105
Zm00001d003930	M6	0.163702092	-0.283582711	-0.913030159	-0.613411804	-0.997989969	1.531210909	1.815214373	0.473737697	-0.824087815	-0.911365404	0.559602789
Zm00001d003935	M2	1.836371102	0.38161796	0.345350148	-0.609685457	-0.371324054	1.352769319	0.111062552	-0.148309423	-1.81243761	-0.782432551	-0.302981986
Zm00001d003938	M8	-0.337018029	-0.376350209	-0.428052736	-0.404918577	-0.391901099	-0.217321539	2.977820662	-0.357720419	0.137059866	-0.272069029	-0.329528891
Zm00001d003939	M8	-0.007144191	-0.456126567	-0.471575377	-0.329872359	-0.392840883	-0.303562667	2.980645281	-0.291818143	-0.040065636	-0.28554981	-0.402089649
Zm00001d003941	M6	-1.565956709	0.452486495	0.375106102	0.757609742	1.494674996	-1.000712626	1.487137186	-0.860981202	-0.347569218	-0.342325619	-0.449469148
Zm00001d003945	M6	1.420531199	-1.081957202	-1.057271627	-1.212734339	-1.200057883	1.105194188	0.752179521	0.378171754	-0.323061867	0.558641858	0.660364398
Zm00001d003947	M6	-1.429057114	1.655893825	0.572426668	0.64658319	0.824038495	-1.606245766	0.369406469	-0.956109616	-0.015844736	-0.311864493	0.25077308
Zm00001d003948	M6	-0.657524587	1.191701226	1.03963368	0.884171185	1.733196841	-0.819129112	-0.905904866	-0.624193759	-0.415113761	-0.389816555	-1.037020292
Zm00001d003953	M14	-1.185591891	-0.576673501	0.067822992	0.886380888	-0.02322688	-1.370922848	-0.947662048	1.047165834	1.886808013	0.190439595	0.025459847
Zm00001d003957	M1	1.908073866	-0.450077247	-0.694342413	-1.093710653	-0.85573819	1.762322788	-0.432757589	0.212219146	-0.575603128	-0.052289975	0.271903396
Zm00001d003958	M6	-0.719018983	1.180690888	1.888195808	0.858755008	0.921316805	-0.624062309	-0.554067715	-0.710760279	-0.580942804	-0.729265494	-0.930840923
Zm00001d003962	M6	0.799967385	-1.300144273	-1.033836729	-1.02555274	-1.109955046	0.846871417	0.493977445	1.649037721	-0.340572706	0.500931457	0.519276068
Zm00001d003974	M6	-0.575204457	2.338106395	0.759337972	0.379560726	0.758461325	-0.087456515	-0.80169452	-0.380732981	-0.870888266	-0.444877351	-1.074612328
Zm00001d003975	M4	-1.002251412	-1.534127729	-0.381869991	0.281975617	-1.204216975	-0.204035754	-0.277855008	0.814581907	1.385303489	1.140409138	0.982086718
Zm00001d003983	M6	0.142156195	1.184253604	1.904658039	1.216997281	-0.534453049	-0.20445318	-0.949991258	-0.480463516	-1.042276966	-0.898430746	-0.337996403
Zm00001d003993	M1	2.410758369	-0.76355663	-0.72885114	-0.794725675	-0.759357337	1.09282938	0.355478695	-0.435286925	-0.57730673	0.134551642	0.065466349
Zm00001d004006	M8	-0.363802143	-0.124685651	-0.548407082	-0.391700416	-0.146031346	-0.447548406	2.727228312	-0.55453422	0.891883958	-0.306427507	-0.735975499
Zm00001d004009	M12	-0.371364542	-1.233535259	-0.510881981	-0.211420551	-1.163748305	-0.659826096	-0.619583536	1.542637878	1.004207336	1.088930572	1.134584486
Zm00001d004012	M6	-0.518258385	1.310971291	0.734106245	1.188023273	0.124242127	-1.785473083	-1.341381662	0.265596876	0.794423798	-0.212977945	-0.559272534
Zm00001d004019	M1	-1.953741355	0.434510968	-0.293277303	0.474352371	1.317572864	-1.030742683	1.153995821	-0.366605324	0.622573569	-0.874528012	0.515889084
Zm00001d004020	M6	-0.645666299	1.325465815	1.287336599	1.299003866	0.717139783	-1.661476085	-0.751798417	-0.45278028	-0.266786874	-0.468854047	-0.381584061
Zm00001d004021	M14	-1.266118575	-0.780894532	1.000079611	0.339344144	0.151414975	-1.44646535	-0.756544296	0.005504322	0.161827334	1.84329183	0.748560537
Zm00001d004022	M8	-0.998658721	0.491008958	-0.181618599	-0.506303238	-0.258740893	-0.811501288	2.737040037	-0.447273753	-0.188812318	0.027202916	0.1376569
Zm00001d004023	M8	-0.264476786	-0.065779524	-0.216908208	0.992799159	-1.624337874	-0.517156722	1.689696818	1.40635892	-0.824530662	-0.680664848	0.104999728
Zm00001d004025	M6	-0.924998128	1.122593471	1.390239865	1.249502852	0.939477969	-0.923193593	-1.22164907	-0.683923683	0.148282164	-0.358303575	-0.738028272
Zm00001d004033	M6	0.404680263	1.193185341	1.001811607	1.248235999	0.785466782	-1.128402167	-1.258215618	-0.885077639	-0.358299451	0.191969893	-1.19535501
Zm00001d004036	M6	0.159098881	1.829182531	0.906120191	1.078463342	-0.054944734	-0.554490902	0.120600989	-0.146713919	-0.783311422	-0.817086324	-1.736918632
Zm00001d004048	M1	0.550483949	-0.539448083	-1.214456854	-0.692912498	-0.78977367	1.928884156	0.566093986	0.405627748	1.13230882	-0.208361497	-1.138446056
Zm00001d004051	M6	-1.353084744	0.458241626	0.983709225	1.543914335	0.451657426	-0.498306448	-1.289262161	1.091475805	0.185556323	-0.90733952	-0.666561868
Zm00001d004052	M8	1.328118684	-0.554375199	-0.171689881	0.146960017	-1.048043025	0.047119798	-2.139376875	0.694781671	1.264677447	0.32722028	0.104607082
Zm00001d004055	M1	-1.723149296	0.241111013	1.059043597	1.28542305	1.429087176	-1.357660558	-0.138618857	-0.163169945	0.088222733	-0.369443679	-0.350845234
Zm00001d004057	M1	1.754350804	-0.60319885	-0.16354619	-0.715370441	-0.768806246	2.002083307	0.262525383	-0.189591381	-1.090521617	-0.304643576	-0.183281192
Zm00001d004058	M1	1.450146327	-0.559082941	-0.335832447	-0.709251833	-0.686498354	2.407392091	-0.09468185	-0.270331206	-0.703898679	-0.235489232	-0.262471875
Zm00001d004070	M14	-1.120215488	0.019804612	1.018543629	-0.068685603	0.648495712	-0.689379381	-1.761224669	0.990196844	1.289437722	0.546540784	-0.873514162
Zm00001d004086	M6	-0.085908346	-0.952790023	-1.277340747	-0.833261854	-1.420628096	0.404650129	1.328591212	0.827402098	1.383465437	0.406209078	0.219611111
Zm00001d004088	M1	2.050570228	-1.090406875	-0.608900705	0.495354258	0.59118676	0.476311485	0.929672925	-0.66185432	-1.297834561	-0.307641396	-0.576457799
Zm00001d004090	M8	0.873160636	-0.159779679	1.005470163	0.769660214	0.102997388	-1.127153676	-2.404781918	0.707998822	0.141905004	0.14313222	-0.052609175
Zm00001d004091	M6	-1.363037968	0.345148435	1.952492257	0.409820466	0.579190328	-1.436727596	-1.134664528	0.059158798	0.575166366	0.10993381	-0.096480368
Zm00001d004094	M1	2.861851872	-0.470542427	-0.484285271	-0.545410305	-0.473892891	0.460496614	-0.325834196	-0.413384772	-0.526936147	0.13457306	-0.216635536
Zm00001d000852	M1	0.702022503	-1.054065544	0.104423986	-0.973733211	-0.946625136	2.124144672	0.186724909	0.2234672	-1.235033323	0.290199085	0.57847486
Zm00001d004118	M6	-0.444098994	1.457409976	1.243256488	1.35426746	0.893358962	-0.95736099	-0.607497775	-0.587768764	-0.728899607	-0.706378887	-0.916287869
Zm00001d004119	M6	-1.4594117	0.915305643	0.508335617	-0.005781073	1.37681342	-0.249332197	-1.558606176	0.649714154	0.681936972	0.322434991	-1.18140965
Zm00001d004120	M1	-2.505553421	1.244836032	0.812170022	-0.038367292	0.025251015	-0.435606567	1.009902534	-0.369476652	0.357866567	-0.176040133	0.075017895
Zm00001d004121	M6	-0.995964356	2.002332893	0.908463098	-0.372106181	0.548160247	-0.707090529	1.093692044	-0.936960387	-0.021864649	-0.70106197	-0.81760021
Zm00001d004123	M1	-2.137710732	-0.57328469	0.961538231	0.818296974	0.4146695	-1.423326143	-0.24091968	0.723332226	0.449725686	0.599627047	0.408051579
Zm00001d004125	M1	-1.963601466	-0.398452122	0.786084602	0.36753333	1.07690284	-1.516117942	0.052358915	0.808037626	0.985532463	-0.351690573	0.153412327
Zm00001d004133	M1	1.421099038	-0.21130392	-1.025284957	-0.532565599	-1.104469504	0.843269534	-0.412967614	1.746163869	0.680093831	-0.735346061	-0.668688617
Zm00001d004136	M6	-1.111056	1.399682943	1.732136724	0.226075868	0.542575598	-0.733814613	-1.373916509	-0.564284792	-0.391614687	0.649523142	-0.375307676
Zm00001d004138	M1	1.937574772	-0.399392165	-0.801810287	-0.949759804	-0.637607329	1.77437438	0.469385124	0.016167477	-0.458366655	-0.247326878	-0.703238635
Zm00001d004139	M6	-0.276368852	0.928954448	1.093376683	0.808219611	1.903031872	-0.580886785	-0.886119352	-0.716301366	-0.629511696	-1.143457107	-0.500937457
Zm00001d004140	M12	0.186596763	1.377902883	1.492893773	0.66165697	0.39456468	0.303050564	-0.912957095	-0.18377373	-0.834393615	-0.742726126	-1.742815066
Zm00001d004143	M14	-1.067966041	-0.692590307	1.117609797	0.344437265	-0.268457057	-0.690685204	-1.894268098	0.667901925	0.808426447	1.268644965	0.406946307
Zm00001d004152	M10	0.24787651	-0.638507068	0.230238056	-0.083130934	-0.090018342	-0.709301607	1.166244375	-1.953158654	0.841532682	1.631721241	-0.64349626
Zm00001d004153	M6	-1.10177722	0.920234004	1.442779388	1.199747332	0.770909963	-1.356555488	-1.188972774	-0.330951003	0.408655049	-0.35356828	-0.410500971
Zm00001d004154	M6	-0.761687434	1.398276866	1.276522295	1.217950027	0.980077462	-1.00960369	-1.154579205	-0.741210386	-0.362010091	-0.386876455	-0.456859391
Zm00001d004169	M10	-0.085640734	0.232966518	1.766792598	-1.013913321	-0.054658353	0.09218882	1.167203705	-1.827421723	-0.170165617	0.667703445	-0.775055337
Zm00001d004172	M6	-1.16261611	1.065241244	1.284111567	1.25824081	0.878572725	-1.22632082	-1.274797953	-0.403019562	0.178630551	-0.360049037	-0.237993415
Zm00001d004176	M6	-0.50827743	1.190038826	0.986543498	0.909312173	1.65152533	-0.14598785	-1.200489124	-1.112044969	-0.756504116	-0.429071067	-0.58504527
Zm00001d004193	M1	-2.027542703	-0.262686535	-0.259013863	0.498030249	0.810301816	-1.42464398	1.218231269	0.329157345	1.017109986	-0.254998921	0.356055337
Zm00001d004196	M1	-1.756906385	0.693163206	0.667590233	0.528866628	0.526324958	-1.656785558	0.213726033	-1.009597877	0.297037085	0.294200721	1.202380955
Zm00001d004198	M12	-0.532876222	-0.986699578	-1.213959728	-0.858440723	-0.909516378	0.948227812	1.142192127	1.218584789	1.394325862	-0.261272528	0.059434567
Zm00001d004200	M6	1.439044693	0.317827635	-1.508397692	-0.41685659	-0.672609364	0.114185607	1.587363321	-1.05504614	-0.826097323	0.31333856	0.707247293
Zm00001d004209	M2	-0.680955672	-1.31183865	-1.093243014	0.677225152	0.014295525	-0.131158829	0.850769589	1.589829774	1.301884882	-1.086721171	-0.130087588
Zm00001d004215	M6	-0.490468538	1.381879388	0.84505453	1.339601234	1.278283635	-1.195842078	-0.51216446	-0.817411782	-0.79100696	-0.217015939	-0.820909029
Zm00001d004220	M14	-0.542588561	-0.917960155	0.081098768	1.006773716	0.700691762	-0.518735705	-1.06483802	1.391755088	1.571980656	-0.651851139	-1.05632641
Zm00001d004231	M12	-1.753246694	-0.254153125	-0.762794718	0.098855142	0.079873451	-0.380136554	0.00473158	2.154342078	-0.427313067	0.106789431	1.133052475
Zm00001d004243	M11	-0.824219257	-0.282759648	-0.601270159	-0.66266526	-0.553383219	-0.862005922	0.953016815	0.358683732	-0.560812691	0.671394787	2.364020822
Zm00001d004248	M7	0.385153519	-0.632882936	-0.472259446	-0.23787203	0.438083291	1.733199118	1.808496216	-0.739307447	-0.231285966	-1.047048193	-1.004276125
Zm00001d004259	M6	-0.510030755	1.900963875	1.13303182	0.642939696	1.024570983	-0.847016716	-1.051935249	-0.856507569	-0.190283376	-0.553643301	-0.692089408
Zm00001d004260	M6	-0.856167074	1.761989257	1.194230081	1.105841364	0.819611027	-0.883158249	-0.684337483	-0.840188854	-0.445960402	-0.555704538	-0.616155129
Zm00001d004270	M2	-1.134748773	-1.162661408	-0.634376732	-0.492885541	0.936088262	-1.17809709	-0.131692995	0.752410926	1.727417748	0.743833773	0.57471183
Zm00001d004300	M6	-0.378013759	1.351221928	0.672045351	0.778149932	1.927331956	-0.822629659	-0.545202714	-0.693116743	-0.749045271	-0.601332768	-0.939408254
Zm00001d004339	M6	-0.489931314	1.823142421	1.600794853	0.608204521	0.544328947	-1.006863044	-1.009272251	-0.259790095	-0.691760113	-0.520539625	-0.5983143
Zm00001d004340	M13	-1.465783893	-0.396390649	-0.390949806	-0.700564801	-0.27008041	-1.324752704	0.149829004	0.614853553	1.427939009	1.114041815	1.241858883
Zm00001d004342	M8	-0.977686615	-0.072231623	-0.617201588	-0.371094448	-0.387939965	-0.904609887	2.611433128	0.386706091	-0.458546537	0.223712967	0.567458477
Zm00001d004354	M14	-1.016914637	-1.288107836	-0.441623898	-0.199758794	-0.438828399	-0.566106635	-0.774216607	1.118410274	0.737347	1.587988505	1.281811027
Zm00001d004358	M1	-0.672405847	0.019812591	-0.924516702	0.650036099	0.4108736	1.539887689	1.126431734	0.567440395	0.118424975	-1.190107536	-1.645876997
Zm00001d004362	M6	-0.130003392	-1.340763822	-1.375987009	-1.620870816	0.062189449	0.645227437	0.764448351	0.781381645	0.783569946	1.169373589	0.261434624
Zm00001d004375	M1	1.587449559	-0.653090491	-0.691005396	-0.956956105	-0.48199287	2.275220918	-0.228475377	-0.132804125	-0.310269938	-0.234920641	-0.173155533
Zm00001d004383	M2	2.139291172	0.091319061	0.142866633	-0.590496931	-0.412492389	1.161253962	-0.544144901	-0.512458547	-0.688734438	0.652039307	-1.438442928
Zm00001d004386	M7	0.44233481	-0.566863423	-0.256173375	0.132682	-1.085440712	1.132082931	2.306240646	-0.013878657	-0.755763757	-0.386132939	-0.949087523
Zm00001d004392	M1	-1.678280806	-0.033998728	0.173276539	1.29054692	0.10887753	-1.639399469	0.524249581	-0.335515048	-0.317771301	0.464850056	1.443164727
Zm00001d004396	M6	-1.082951606	1.792336175	1.028147223	0.540485887	-0.072814272	-1.162481491	-1.42659275	0.011435572	0.783901023	0.089580102	-0.501045863
Zm00001d004400	M14	-1.552640231	-0.468828326	0.754956191	0.626647745	0.954803575	-1.540937831	-1.234276113	0.587306099	0.514549908	0.859409591	0.499009392
Zm00001d004409	M1	1.478490262	-1.07281723	-0.813268172	-0.574437583	-0.927693159	1.953627724	0.623900116	0.424655465	-0.497147997	-0.313991677	-0.28131775
Zm00001d004410	M1	-1.349683979	0.926113772	1.082188294	0.825726278	0.751120174	-1.840888037	-1.062563913	-0.102870596	0.570877279	0.220695219	-0.020714493
Zm00001d004413	M8	-0.901277828	-0.160322105	-0.812932753	-0.725618597	-0.688299343	-1.059921245	1.666880693	-0.013762315	0.38584427	0.528932238	1.780476986
Zm00001d004426	M6	-0.396895329	1.36046062	0.939005217	1.167582797	0.576775544	-0.638684185	-1.737499177	0.740080232	-0.544431825	-0.548983184	-0.917410709
Zm00001d004428	M6	0.841513473	-2.191173033	-0.554196908	-0.673243369	-0.971596087	0.195201666	0.334272055	0.355071569	1.177221298	0.840879466	0.64604987
Zm00001d004448	M6	-0.679062667	-0.750217527	-1.48622617	-1.122836104	-0.442444684	-0.336896191	1.53467174	0.752009786	0.662845964	0.719534126	1.148621727
Zm00001d000895	M6	1.744300829	-1.314059327	-0.79495361	-0.177445939	-0.932418197	0.813314108	-0.996250514	1.077066249	-0.456831824	0.780446009	0.256832216
Zm00001d004460	M6	-0.698271577	1.588977683	1.33357101	0.940403316	0.66247369	-1.338244188	0.277770582	-0.951913024	-0.612660821	-0.5178386	-0.684268071
Zm00001d004463	M6	-0.650075114	1.669380071	0.458735769	-0.094953377	1.964730207	-1.135124685	-0.748596599	-0.753707159	-0.08974155	-0.094316323	-0.52633124
Zm00001d004465	M8	0.45522923	0.308807239	0.245250454	0.358854116	-0.565154309	1.470608474	-1.907310759	-0.135250611	-1.485587543	0.193490166	1.061063544
Zm00001d004466	M6	-1.522435166	1.242497761	1.350540539	0.935126033	1.024121545	-1.051352775	-0.638035265	-0.800159137	-0.113658558	-0.472675104	0.046030128
Zm00001d004472	M6	1.588025984	-1.154431994	-1.14906519	-0.71511565	-0.86659967	1.575649138	-0.232320825	0.164269534	-0.449072784	0.49626787	0.742393586
Zm00001d004473	M12	-0.155358784	-0.930214338	-0.715846839	-0.820976256	-0.354739144	-0.522840078	-1.107655894	1.681040617	0.837388013	1.587060027	0.502142676
Zm00001d004477	M12	1.277734232	-0.245958672	0.461024605	1.774127894	0.225170385	0.047607152	0.476143552	-1.014428564	-0.685398675	-1.65112852	-0.664893391
Zm00001d000899	M11	-0.055933622	-0.452654045	0.437322658	0.791327566	-0.826072827	-0.599776724	-0.886832177	-0.671738777	0.238694063	-0.501443569	2.527107454
Zm00001d004478	M14	-1.304587643	-1.268220612	0.19472407	-0.140323879	-0.549689526	-0.86862404	-0.408029695	0.721349895	0.623801308	1.482043539	1.517556583
Zm00001d004482	M6	1.440557244	-1.379903	-0.792624514	-0.900699512	-0.970696279	1.327229975	0.543811671	0.638981698	-0.662474707	0.851631818	-0.095814394
Zm00001d004491	M8	-0.883912706	-0.105287224	-0.414746518	-0.581053988	-0.662725856	-0.742822312	1.054742618	-0.661038736	-0.210626356	0.907592254	2.299878825
Zm00001d004498	M6	-0.501571393	0.489757771	1.227838623	1.15281804	-1.288351488	-1.366908257	-0.29845144	0.876310343	0.358849518	-1.311678395	0.661386678
Zm00001d004513	M14	-1.481596596	0.129450692	0.830014876	1.180537118	0.770908099	-1.834356895	-0.818916233	-0.248982672	0.172977854	0.386479926	0.913483831
Zm00001d004517	M12	-0.036288719	0.674527339	0.880743943	0.691473202	0.445353153	0.946630543	1.059064197	-1.495670666	-0.646250537	-0.90981497	-1.609767484
Zm00001d004521	M12	0.3180605	0.825264638	1.269792529	1.382354426	1.024793484	-0.450122339	-0.932256011	-0.968938984	-0.352456281	-0.690993618	-1.425498344
Zm00001d004541	M6	-0.640723777	1.227854039	1.384891018	1.017064138	0.859559802	-1.108809903	-1.606113994	0.032528047	-0.527090213	-0.097705841	-0.541453316
Zm00001d004543	M2	-2.079627144	0.639951497	-0.091043161	0.131783457	0.104541209	-1.536315594	0.096037434	0.674011373	1.447450857	0.553709284	0.059500788
Zm00001d004545	M1	2.517194899	-0.166958793	-0.672218289	0.181112776	-0.203249435	0.244833127	0.634377405	-1.214290343	0.020692981	-0.301454394	-1.040039934
Zm00001d004551	M6	-0.022932868	0.434447824	1.343093391	0.860665246	1.227562491	-1.092262307	-0.464931766	-1.283276748	0.56681775	-0.026064233	-1.54311878
Zm00001d004552	M1	-1.873024656	0.745398582	0.365390048	1.141174194	0.904271506	-1.670313859	0.338500988	0.3561241	0.358801389	-0.720832005	0.054509712
Zm00001d004553	M1	1.234707553	0.239260535	-1.384413541	-0.939905328	-0.873451833	2.051892672	0.578446149	-0.471473396	-0.273824938	-0.090134685	-0.07110319
Zm00001d004564	M8	-1.500761837	0.953746612	-0.64049919	-0.293573489	-0.431817669	-1.227801718	1.389805286	-0.453778256	-0.035366103	1.114318471	1.125727893
Zm00001d004568	M1	1.430097179	-1.057466976	-1.05379568	-0.85745301	-1.113673372	1.324817575	1.039495714	0.538784244	-0.679564051	0.402661811	0.026096566
Zm00001d004573	M2	-0.232229662	2.087804676	0.066091434	-0.627085104	0.201307958	0.814840078	-0.219695568	0.248139981	-1.735065725	0.466802918	-1.070910986
Zm00001d004586	M2	1.446803735	0.215792491	-0.267808047	-0.265990998	-0.433682838	2.331454428	-0.436218243	-0.5988615	-0.996985703	-0.329115909	-0.665387415
Zm00001d004591	M12	0.539831773	-1.166826138	-0.735760648	-0.32169996	-1.07148731	0.593476054	-1.540938476	1.224001464	0.437373456	0.858141304	1.18388848
Zm00001d004616	M13	-0.909239978	0.195633284	-1.122234403	-0.213745021	-0.050551889	-1.698324107	0.716003942	-0.164659857	1.85066267	0.738739472	0.657715886
Zm00001d004650	M6	-1.484227085	-0.137925752	1.829187476	0.265460642	0.987343721	0.920168537	-0.427236794	-0.99744678	0.081548623	0.121274031	-1.158146618
Zm00001d004651	M2	0.426925528	-0.172708152	-0.178960452	-0.510270188	0.625168245	-2.029054103	0.463338034	0.896011189	1.374120181	0.469708763	-1.364279046
Zm00001d004655	M1	-2.162227568	1.276267572	0.385907098	0.897994442	0.066707765	-1.275562436	-0.443746991	0.30542933	0.245290913	-0.153477139	0.857417014
Zm00001d004659	M4	1.463348928	1.7509742	0.85426498	-0.088460323	0.512152714	-0.74059429	-0.892532184	-0.664962989	-0.217351162	-0.941803812	-1.035036061
Zm00001d004667	M2	-1.041587835	-0.101990029	0.22414832	-0.291475103	-0.285841321	-2.178845856	0.637199864	1.366404428	1.250486586	0.296730499	0.124770446
Zm00001d004669	M6	-0.393682395	1.319202188	1.264281014	0.701006619	1.263899474	-1.212834083	-0.110643769	0.085719011	-0.821412018	-0.879614132	-1.215921907
Zm00001d004672	M6	1.525399756	-1.060231371	-0.981226114	-1.050035532	-0.813966681	1.149776561	0.841647462	1.205106516	-0.447128599	-0.372254201	0.002912203
Zm00001d004676	M6	-1.152088192	1.533874504	1.376135499	0.955675037	0.791877966	-1.262475187	-0.847884744	-0.323000002	-0.120804758	-0.447220924	-0.504089199
Zm00001d004689	M8	-0.734615529	-0.047650793	-0.518837623	-0.586831767	-0.554121769	-0.582077492	2.674972728	-0.647449533	-0.008256956	0.25848609	0.746382645
Zm00001d004691	M14	-0.50841965	0.352671738	-0.242499261	0.141838877	0.207657084	1.467866635	2.058030258	-0.637838304	-0.880682371	-1.026325187	-0.932299819
Zm00001d004702	M6	-2.042611353	1.051205221	1.285528112	0.194616996	0.764382057	-0.742500385	-0.317700839	0.242351218	0.872799128	-0.409401299	-0.898668858
Zm00001d004707	M14	-1.501973687	-0.126471985	1.156288246	1.499830653	0.90080365	-1.19401292	-1.27517141	0.292291116	0.330402639	-0.241552763	0.15956646
Zm00001d004708	M14	0.991389718	-0.408738836	0.776331614	-0.730955439	1.123770355	0.105860593	1.549595042	-1.510370908	-0.02283713	-0.934095312	-0.939949695
Zm00001d004739	M1	-1.582654265	0.689073898	1.222245668	1.013098989	1.272975775	-0.8304763	0.049214776	-1.207580413	0.396312186	-0.668866904	-0.353343411
Zm00001d004740	M6	-1.301168252	1.19567962	1.260761444	0.835094013	1.075410575	-1.434963836	-0.968869046	-0.167007567	0.245510163	-0.178161167	-0.562285946
Zm00001d004744	M7	0.175972701	-0.53424977	-0.816423109	-0.369983946	-0.354761928	2.399338178	1.324579966	-0.048582842	-0.285011494	-0.900413209	-0.590464547
Zm00001d004751	M6	-1.062092541	1.384184696	1.030691934	-0.183609119	1.460695204	-1.175192252	-0.723839794	0.261087549	-1.221898907	-0.226813873	0.456787102
Zm00001d004753	M14	-1.121277478	-0.717533621	-0.474757159	-0.228362461	0.036087014	-0.6575141	-1.223546669	0.515859168	1.902201431	1.298261835	0.670582041
Zm00001d000924	M1	0.9120835	-0.468153593	0.291778522	-0.817063066	-0.801915235	2.452813625	0.113161455	-0.509198119	-1.06240011	-0.31039835	0.199291371
Zm00001d004758	M6	-0.285428758	-0.823809322	-1.56430906	-0.738749148	-1.112757706	0.885877963	-0.17020834	1.001528998	0.686629871	0.575455352	1.54577015
Zm00001d004768	M12	0.013360465	-1.072973277	-1.320946248	-1.002699035	-0.908560924	0.403229097	0.395550558	2.022123761	0.737137783	0.205431428	0.528346392
Zm00001d000929	M16	1.18912315	1.318412952	-0.655337794	-0.717271301	-1.140375298	-0.919839948	-0.776482664	0.555276029	1.648960669	-0.232493769	-0.269972026
Zm00001d004779	M6	-0.989789254	0.445631581	1.346966928	1.171511779	1.651630768	-0.922004479	-0.513856019	-0.947290896	-0.25089883	-0.083215476	-0.908686101
Zm00001d004782	M6	-0.859240272	0.475988356	2.092367941	0.421497819	1.235718381	-1.0487181	-0.546349262	-0.044634498	-0.687171094	-0.000241424	-1.039217846
Zm00001d004790	M6	-1.017012621	0.139171155	1.624663098	1.319092674	0.685402132	-1.595612222	-0.376217759	0.223694663	0.384695296	-0.341548824	-1.046327592
Zm00001d004804	M2	-1.527287455	0.263307556	-0.169247526	-0.980731426	0.667308716	-1.583665004	0.18671644	0.55229836	0.270499455	0.636872647	1.683928237
Zm00001d004807	M1	-1.35000888	0.846435193	0.49751308	0.564220699	-0.319734723	-2.21634742	0.277092736	0.109183125	-0.130588893	1.243172123	0.479062962
Zm00001d004810	M2	2.264749416	0.367801366	-0.361287573	-0.589741463	-0.049835361	1.389519586	-0.068830853	-0.761447202	-0.888285256	-0.425455094	-0.877187567
Zm00001d004812	M6	-0.841503621	1.116953482	1.347694443	1.019527375	1.134771168	-1.574988202	-0.843000691	-0.207790698	-0.258244754	-0.12995939	-0.763459112
Zm00001d004817	M12	-0.826311971	-0.869592929	-0.916264724	-0.818151337	-0.790769163	-0.357821352	0.200210275	1.853416052	1.406287016	0.22799098	0.891007154
Zm00001d004821	M13	-2.237961493	0.679953309	-0.013731042	-0.314594701	0.29158123	-1.030146358	0.77139927	-0.47106281	0.140552605	0.915723269	1.268286721
Zm00001d004837	M14	1.666116343	-0.308332688	-0.586213571	-0.373337246	-0.306932671	1.717731493	1.166233421	-0.784766342	-0.708760449	-0.62889386	-0.852844431
Zm00001d004839	M14	-1.280130617	-0.277442198	1.014822979	1.159442838	0.272058168	-1.303167467	-1.424296986	1.384826776	0.029261904	-0.011831154	0.436455756
Zm00001d004841	M6	-0.452063717	0.823831863	1.191757154	1.598320785	0.519607128	-1.114104207	-1.601095123	-0.404693457	0.360944608	-0.044278839	-0.878226194
Zm00001d004843	M8	-0.839072562	-0.01388883	-0.700587511	-0.625033684	-0.631901255	-0.733831577	2.171551096	-0.662967519	-0.053241543	0.783175833	1.305797553
Zm00001d004855	M6	0.752271234	-0.890396394	-1.068222193	-1.200488572	-0.920228332	1.033258142	1.773158514	-0.393585576	-0.288239359	0.741798472	0.460674064
Zm00001d004857	M2	1.708487726	1.166286219	-0.763644662	-0.00363755	-1.200138565	-0.104944747	0.633113819	-0.762220728	-1.354563847	-0.224000493	0.905262828
Zm00001d004859	M6	-0.301511345	-0.301511345	3.015113446	-0.301511345	-0.301511345	-0.301511345	-0.301511345	-0.301511345	-0.301511345	-0.301511345	-0.301511345
Zm00001d004861	M6	-0.584835114	1.143289516	1.328469646	1.143045588	1.373947233	-1.010249826	-0.716462745	-0.782465274	-0.765323488	-0.459693692	-0.669721844
Zm00001d004868	M6	-0.899170954	0.124703994	1.434709544	1.41894553	1.586099996	-0.743569653	-0.891504359	-0.647694636	-0.728319275	-0.131131577	-0.523068609
Zm00001d004875	M12	0.588223908	0.853494312	0.505311028	0.817450112	1.012412301	0.960993509	-0.001898911	-0.837768003	-1.3048674	-0.918378663	-1.674972193
Zm00001d004894	M12	-0.61427577	-0.809585164	-0.980159644	-0.940013503	-0.927391786	-0.187954731	1.604748616	0.595647748	-0.168135452	0.811205864	1.615913821
Zm00001d004896	M6	-1.545587857	0.415318488	0.428754274	1.563024819	1.283780148	-1.29462218	0.387922281	0.421321616	-0.295421283	-0.948203442	-0.416286865
Zm00001d004898	M12	-0.578250721	-0.642975523	0.393322819	-1.394913046	-0.097426167	-0.151369332	-0.884169538	1.568469008	1.659902589	0.810054322	-0.682644411
Zm00001d000942	M2	-1.579305565	-1.412298486	0.145043288	0.327163191	0.156400011	-1.291861376	0.267276283	0.177978296	1.126165093	1.313791813	0.769647452
Zm00001d000943	M7	0.494475804	-0.766789763	-0.400338994	-0.030227321	-0.231234841	1.259896735	2.276303437	-0.914118245	-0.056309245	-0.732045255	-0.899612313
