Gene	mGM	3C	4BS+V 	5BS+V	6BS+V	PM	3PM	4PM	5/6PM	1M	2M
Zm00001d016798	0.731421884	1.63194541	1.907642619	1.617407924	1.587169673	0.579895216	0.623929417	0.833481704	1.021970049	0.906356386	0.641287734
Zm00001d016801	2.575356654	3.839112987	5.249244712	4.825303357	4.562410674	2.488099473	2.119078732	3.488790041	3.781230163	4.153218947	3.949749362
Zm00001d016802	8.753107437	7.716285542	10.43817725	11.53265153	11.0982633	7.804932024	6.869414135	8.774181773	10.28666846	9.857928507	10.31711977
Zm00001d016803	71.56751877	38.03731682	39.00667523	39.34177946	38.53894312	68.0178738	53.76405413	46.82883314	46.57869379	45.74481308	43.89751972
Zm00001d016804	3.121706313	4.547222283	4.338127061	4.111785539	4.407073441	3.732666717	2.62939031	2.766155014	2.615638837	2.777937078	2.444021225
Zm00001d016810	3.370972582	2.121434077	1.437529886	1.915976346	1.764536078	2.585194634	2.856611754	3.705039902	2.601728521	2.022690459	2.348448308
Zm00001d016811	0.179253304	0.857201225	0.402493727	0.165703845	0.58859811	0.214223569	3.067047216	0.97591663	0.623620447	0.513937002	1.033379785
Zm00001d016814	0.792917754	0.747854782	0.236465205	0.177860586	0.037047076	5.338879414	0.603146172	1.649322067	0.872659353	0.852801697	1.32673809
Zm00001d016816	4.527212909	16.66256957	15.93046784	14.48775562	15.10592708	3.81022863	5.72990237	6.460557689	8.259635872	6.848238734	7.034202785
Zm00001d016818	19.06996227	20.19755084	19.81461309	21.62050678	18.7719321	16.82769244	15.27236384	11.61591226	13.34667671	13.09120083	9.751415954
Zm00001d016822	3.998120773	7.381118883	8.532972261	7.856746463	8.141146286	4.679359602	8.446059568	7.945112575	10.61447811	8.888680781	7.773991499
Zm00001d016824	21.7076649	21.60259823	24.27044798	25.42657687	21.67703185	16.60617857	13.67404657	18.97433722	22.08566928	19.98642655	18.31657732
Zm00001d016825	1.915384376	4.619252253	3.734838849	4.352009876	5.062778902	2.108164268	2.401339726	2.696432816	2.788808679	3.25709995	3.344454619
Zm00001d016826	19.74213783	11.52426101	15.11656474	16.85687835	14.96431583	22.99542245	13.91359765	17.78852515	16.10709273	18.3412412	52.34389377
Zm00001d016827	3.273178057	2.174469622	1.584223861	1.772880582	1.750376651	2.192519105	2.477084115	1.21386092	1.589952721	1.361230501	1.17162287
Zm00001d016828	1.481221577	2.697094	2.595306554	2.517829019	2.552206628	0.823029006	1.205765052	1.308046816	1.666858329	1.268290124	1.442042006
Zm00001d016831	8.690246104	7.11491796	7.11829693	7.404847711	7.786900927	9.172248161	6.612158062	8.44451261	8.845110728	8.421975671	8.106459097
Zm00001d016832	4.505543971	6.027291426	5.599091584	7.111466279	6.543437447	4.677787304	9.490634138	4.528343844	6.839177832	4.929815291	4.427778688
Zm00001d016834	1.711647107	3.544489895	3.568597651	4.029639568	3.498677876	1.499274507	1.176160988	2.044351781	2.342118372	2.059304917	1.877343086
Zm00001d016835	8.982643045	17.33362025	18.95222902	17.8815638	17.10177026	7.061585832	13.69107188	12.72374575	14.61629263	12.52339634	12.68685299
Zm00001d016836	2.907116556	5.482607497	5.015574851	5.49311	5.501805908	3.301329218	2.879538079	3.561124527	2.57228182	2.905261814	2.755638883
Zm00001d016837	5.377596443	6.177781121	4.587937581	5.738994117	5.161885689	6.037479142	4.530419431	3.53797115	3.963503679	4.450978074	4.795736715
Zm00001d016838	5.79230904	5.457875294	5.753312469	7.344760223	6.402883558	7.293751956	5.826563583	9.113337142	9.0748183	9.050641411	9.887180962
Zm00001d016839	1.797292357	1.949060811	1.734220383	1.211889899	2.213331798	4.053510892	3.949021862	2.487129349	1.922143732	2.076136428	2.402566569
Zm00001d016841	0.397006097	9.038202715	2.489071414	2.211160752	4.014643176	1.935848005	30.92742609	5.91522552	5.160867608	13.41685884	27.98089181
Zm00001d016842	2.847419079	2.664808949	1.675288244	0.877995976	1.507743351	3.208502649	3.81399326	2.421684401	2.391908276	3.396654393	3.196059038
Zm00001d016844	0.122802924	0.360905885	0.154121191	0.223756396	0.054377398	0	1.226798026	0	0.256297632	0.442198943	0.36380755
Zm00001d016845	4.670117486	7.770466153	7.351032669	7.191873014	6.490840665	5.858483024	4.854069438	6.235936278	6.784891711	5.741840446	5.512269014
Zm00001d016849	5.625399748	10.92037406	8.712425291	7.989418427	8.769182446	4.488649256	5.202372245	5.12344507	5.369137494	4.33214429	5.400230647
Zm00001d016850	11.7785402	8.64672299	6.37290833	6.876182655	8.736220818	12.45721763	13.91655703	6.780232299	8.870168466	7.131128879	5.604439525
Zm00001d016851	1.352171389	0.724497292	0.340838554	0.452629249	0.402654548	0.701445016	0.595686563	0.185489004	0.233886875	0.391717325	0.148981602
Zm00001d016853	4.798320445	4.007646391	3.311741743	3.679928247	3.22324583	4.088409765	2.596578008	2.007402384	1.589773355	1.600814464	2.239156004
Zm00001d016854	11.58350479	17.63030105	19.41804502	17.6002162	18.10090979	12.90524545	14.82069484	12.95443897	13.30420845	15.22184852	14.47362413
Zm00001d016855	1.174238942	2.155323144	2.074569405	2.196056689	2.923465744	1.377187782	3.623693397	1.74407137	3.235618157	3.091580151	3.555625149
Zm00001d016856	16.27958041	12.63892236	12.11911988	13.11780754	12.74892568	13.18054254	18.03795754	10.61092342	10.67057732	11.71687823	11.27464818
Zm00001d016858	4.968673399	3.854724522	3.45597091	3.618898564	3.922756175	4.378638122	4.016321245	4.586629626	4.027696655	4.215854103	4.080407347
Zm00001d016860	4.51513028	5.558531477	4.857674815	5.713952973	5.490287602	5.468939786	8.189122333	4.312996272	4.492335676	4.063603029	4.434452306
Zm00001d016861	143.6230353	113.3396859	102.7789368	102.9480336	98.52821576	124.5320945	108.5095369	79.07658656	81.77752774	92.77918117	94.57560771
Zm00001d016864	152.1426927	116.8378105	93.28894102	107.6737904	113.3284188	195.6827491	94.93768136	100.1101736	70.9378767	86.52547772	91.49368393
Zm00001d016865	133.8518091	47.97797967	44.75211543	53.15498467	45.67147069	130.1866109	90.12255228	86.21564707	64.99918412	75.84587163	89.72108065
Zm00001d016866	0.54873491	1.822003888	1.714684362	1.621097732	1.71003712	0.855640866	2.796112464	1.302389765	1.758565352	1.029648942	1.555364729
Zm00001d016873	0.798432399	0.354274061	0.19587926	0.252182301	0.508226759	2.095613232	1.24905372	0.31840989	0.52780281	0.734518316	0.715109765
Zm00001d016876	12.63053026	5.420673474	3.729740237	5.719802881	4.604607984	8.802446292	4.549951444	3.24501245	3.403213163	3.677258678	4.259482176
Zm00001d016877	5.381709993	4.924217099	3.453773452	4.572554659	4.918915621	4.575214634	5.015426349	3.113594404	3.527526617	4.454745002	3.523336925
Zm00001d016878	3.705355704	4.521410982	5.91932267	4.833826612	5.182896303	3.552254961	2.34136973	4.595160311	4.715612694	4.528477533	4.529602284
Zm00001d016890	3.198794004	5.134269327	5.600418521	4.88839262	5.033468496	3.368621664	3.251774136	3.175136628	3.791114751	4.072342638	4.002126859
Zm00001d016891	10.86118515	13.36024616	13.18449568	12.9376867	12.51593142	10.27946304	9.442989291	11.02701146	11.1297882	10.44067725	8.834216116
Zm00001d016892	2.469986885	2.217097264	2.725234482	2.936206624	2.713209262	2.377785787	2.286339394	2.83474786	2.319918908	2.606934504	3.161947897
Zm00001d016893	1.550316371	1.750741605	1.863636637	1.70650897	2.167160516	2.359487649	2.609669564	5.786910602	3.639615298	6.564626754	5.879203395
Zm00001d016894	2.91307623	3.945191044	3.874715894	3.663214545	3.660131268	3.099425737	3.291811271	3.772070326	4.070944076	3.146428004	3.687420298
Zm00001d016895	6.794990006	8.261948547	3.507739805	6.493062131	5.348863819	4.310723057	17.32292214	5.069173308	6.32777455	15.34448572	22.79076942
Zm00001d016897	8.883814367	12.54919289	12.51166774	12.2586201	11.48746032	10.69194997	9.898424591	11.18163208	13.27663484	12.10030796	13.74525022
Zm00001d016898	2.91106869	4.542372131	2.552824956	2.875541694	2.339282216	4.939996629	12.3464767	2.855600232	3.876329122	10.73168222	9.817927513
Zm00001d016899	0	0.149578174	0	0	0	0	0	0	0.727596176	0	0.284159124
Zm00001d016902	4.405523363	21.49454406	14.00972721	14.25686785	13.70097297	7.022119545	25.90401061	17.41573785	27.2641211	33.01134536	24.73148164
Zm00001d016908	160.4018308	121.3353472	95.80121464	114.3413934	118.7203291	148.4445414	143.5618158	130.6106569	121.1959257	106.9850559	113.5791423
Zm00001d016909	0.728533323	0.284640686	0.637392568	0	0	0	0	0.328987971	1.076886779	0.798875368	0.803918959
Zm00001d016911	2.265660983	3.064898591	3.099828979	2.800196356	3.329969145	2.784592125	2.866728115	2.698263216	2.983332062	3.081545058	2.256702335
Zm00001d016912	0.093977931	0.056196282	0.047748774	0.042357129	0.019606181	0.040241197	0.031834362	0.007508801	0.007450618	3.816730044	0
Zm00001d016915	10.91464119	8.434053424	7.432573171	9.200147485	10.5959178	10.3610902	17.36737835	13.82827773	11.87027095	14.70722311	13.95291154
Zm00001d016916	4.958431046	6.101511931	5.159923134	4.579865116	4.642799766	5.556905636	5.497938782	3.82853216	4.43434781	4.41523345	3.952668899
Zm00001d016918	2.281328709	3.314893712	3.852981397	4.515816795	3.341017849	2.49820917	3.550195819	2.829247551	3.341503436	3.441496158	3.650325224
Zm00001d016920	6.796361883	11.7929587	11.20065837	11.40159082	11.96392665	7.385530526	9.106470069	9.735673723	10.32613364	8.980600639	8.117247481
Zm00001d016922	3.361676256	1.221477493	1.07354007	1.149052564	0.918605535	3.016021556	4.575070405	1.993485578	1.316980111	2.547529751	2.9951547
Zm00001d016926	2.461467414	3.544214321	5.967216811	6.797660784	6.300622779	2.002816623	3.114984183	4.844249478	6.127359025	7.277369951	7.961775824
Zm00001d016928	15.17049974	17.31005213	11.86242855	12.77286754	13.57983363	13.9528674	14.2056984	12.87906501	12.72849243	12.44485878	12.0087011
Zm00001d016934	0.545648207	1.233723578	0.506316867	0.311792569	0.13422288	1.329823205	0.705434464	1.422754979	1.600630739	0.841613148	0.359624258
Zm00001d016935	177.602583	202.023173	220.0697429	204.6856102	176.2963762	160.7053501	132.8727475	182.691549	200.7073911	185.0517002	169.6865251
Zm00001d016938	0.607015008	0.5201521	0.602234269	0.701389947	0.819533369	1.154105977	0.901024778	0.516616445	0.308961644	0.518260003	0.400198347
Zm00001d016941	16.54243108	17.30583768	20.75834314	19.69769905	19.93306414	21.72008241	20.14678966	15.32888443	14.55955561	13.4552182	9.663303281
Zm00001d016943	3.561082729	0	1.110371459	0.880451214	0.386739924	4.103272525	3.928258105	7.908906096	4.001231531	5.789935613	3.252051875
Zm00001d016947	0	0	0	0	0.185566757	0	0	1.101762118	1.215372507	0.228876296	0
Zm00001d016949	12.30293978	5.735921848	4.609133924	5.161583936	4.221473195	11.02881793	8.499899245	5.774122239	4.428391392	5.777444308	4.772361154
Zm00001d016952	1.272242189	1.044898744	1.03398963	0.282283272	0.952168548	1.756966872	5.317848041	38.6875374	41.10704066	13.16303668	16.87699123
Zm00001d016963	4.945557382	4.68022671	5.183626177	5.548501871	5.965979046	4.882012271	7.351113735	3.530000405	5.234918273	4.823341079	4.213219841
Zm00001d016971	0.75872356	1.308208153	1.013474462	0.986917902	1.161493413	1.239548834	1.075671249	0.815745309	0.454728545	0.85038124	0.716369203
Zm00001d016972	0.758000228	1.430955726	1.400365517	1.537020377	1.208256422	0.708251515	0.977516322	1.085846155	1.023674374	0.847642336	0.650957202
Zm00001d016974	6.878556522	4.779537458	4.00105197	4.327740308	4.908174375	8.866415962	4.420720132	7.111437968	4.36788733	5.646424017	5.406507209
Zm00001d016977	34.33453561	29.09024129	19.71149809	21.82387415	20.33438644	33.37828883	24.49350234	15.00226871	17.32569543	14.0598817	19.41862428
Zm00001d016980	1.085714724	1.615329805	2.083677336	1.119441912	1.272774611	1.192832013	1.165925065	1.791401214	1.508769907	0.686750447	1.08463145
Zm00001d016982	0.375762704	0.614441398	0.117066458	0.177518893	0.1642321	0.116341373	1.260089641	0.173724815	0.650973304	1.465945671	1.139944098
Zm00001d016988	17.47540742	14.44992158	16.66852155	18.16812213	16.7528332	11.80392728	13.61791065	12.07491977	11.5107056	13.51134227	12.83892137
Zm00001d016990	0.986859997	1.708152566	1.876497717	2.032543089	2.051865402	1.236990458	1.70319254	1.857218008	2.454971898	1.882261249	1.64560933
Zm00001d016991	17.33314712	10.01959119	8.363580223	9.66904444	11.65888401	27.91843882	28.02063213	26.76057349	26.98374956	30.57323956	38.11985865
Zm00001d016992	0.582150868	1.215681713	0.250822559	0.353615168	0.277133327	3.050664307	0	0.556416455	0.574632841	0.430011866	1.03093059
Zm00001d016993	1.462343718	4.664402013	3.536096988	2.88154683	3.032580196	1.719993932	2.547803062	2.066916802	2.206247944	2.397876544	2.122302569
Zm00001d016996	4.398097855	4.325235653	5.498817914	5.351962863	5.46423361	3.697279973	5.471633077	4.836655731	5.137634127	5.652740545	6.16697023
Zm00001d016998	1.194401612	0.608768978	1.124204129	1.617088782	1.688986495	2.851667008	0.922772326	2.02308238	2.206187253	1.076983894	1.522428557
Zm00001d016999	12.1113386	12.78831566	16.62532591	14.9454058	15.98725845	13.07413914	11.25958262	14.81212934	18.56043044	15.52472187	14.04243461
Zm00001d017000	56.01292489	53.78919311	56.23690095	55.40916383	55.25734371	54.8501662	56.55324112	51.13766228	48.68495126	50.22533143	45.21469284
Zm00001d017026	25.82027493	42.2021628	40.3710958	41.05900864	37.67432528	20.6537459	31.78310598	29.07038402	31.2643948	31.07000655	31.67719703
Zm00001d017029	3.880606671	5.14704575	4.596518304	4.516280129	4.712053562	3.574817117	2.817533891	3.890747171	3.467787836	3.14345464	2.569386047
Zm00001d017030	9.257315585	13.13964322	13.25903859	13.31498642	13.30912902	7.995653616	9.320374742	12.04615282	10.15294668	11.24718396	10.50659304
Zm00001d017032	9.792454985	91.82511164	36.53953242	27.13212669	29.51093244	10.60784589	441.2540525	22.11724191	85.89434524	118.3626293	227.0127173
Zm00001d017033	2.161155578	35.46177545	12.8062685	8.424563372	10.32734205	3.70051822	139.0252056	4.055156705	18.88785778	32.8339702	37.41385468
Zm00001d017034	0.426359354	5.591523723	1.767155666	1.433710065	1.304302422	0.42849944	17.28029216	0.355879752	2.401338365	5.177440956	4.516365534
Zm00001d017036	7.709554704	15.91615292	15.62377595	17.6584119	15.78076481	10.14608245	9.479481247	17.388544	17.52892253	13.82137261	16.33065528
Zm00001d017042	5.7790779	8.879891146	6.979936123	9.015371615	9.932710892	8.83066734	7.13020431	12.6271404	12.50529383	7.720582611	7.435758687
Zm00001d017043	22.64064066	13.75585289	12.59141521	13.22846239	13.26232344	16.9132249	10.59970104	12.30458092	9.765720116	12.530985	13.94866961
Zm00001d017045	58.1753557	50.59517421	49.32992225	48.92675695	48.05898357	40.53670414	37.01761547	37.37413321	37.58998821	40.65417009	36.49650621
Zm00001d017046	2.793789526	3.331957697	3.803511009	3.501012556	3.28709255	2.238133628	1.958010615	2.786690682	2.468406732	3.142788568	2.880568157
Zm00001d017047	621.1538046	655.3361066	711.9844821	693.7263907	669.8096333	582.2524359	406.0217805	604.2696753	646.8045735	655.3982851	553.737856
Zm00001d017049	26.39104008	36.4277442	38.42988226	34.39462453	33.89031907	23.29812275	18.80651287	26.51062052	28.61643993	26.45565909	24.45886016
Zm00001d017050	1.006113034	1.302764176	1.015468713	0.570093325	0.703951419	0.600722749	1.145821149	0.351774167	0.5824229	0.268905794	0.430427368
Zm00001d017053	3.789278164	7.089588814	6.931639192	6.504440359	6.677907102	3.643644014	5.727659355	5.259358144	6.818701611	6.115661942	7.403520796
Zm00001d017060	22.79135862	23.97023453	24.04071413	23.37592116	21.8579752	20.0839764	22.46961008	29.14296937	30.32876158	28.69359108	29.96415171
Zm00001d017067	11.15247469	7.408646398	7.149183973	7.968320127	6.865825572	9.215517375	9.40712891	7.24175181	6.965548692	5.430092221	6.381042455
Zm00001d017069	0.759688266	0.936501202	0.504182415	0.223511673	0.586496043	1.365873888	1.31657831	0.350966338	0.753940375	1.2675296	1.56983521
Zm00001d017070	39.86139825	34.27565573	35.18648901	34.4266559	34.99781064	34.8643915	27.55024191	26.62235991	24.84070834	29.90554503	28.32256745
Zm00001d017072	15.60195784	15.2950437	12.93900755	14.67354053	17.46088487	14.19279612	16.65807908	7.87125385	7.986383622	8.343826846	7.859210266
Zm00001d017077	0	0.885608141	0.175504262	0.212565313	0.293010993	2.785385955	6.283570839	1.456969008	0.892224151	1.164722076	12.89936271
Zm00001d017079	1.400778518	0.501958588	0.654450329	0.667853985	0.405875939	1.819884358	2.316564585	1.496981247	1.485381951	2.69048346	3.422286494
Zm00001d017084	2.269014506	3.489809788	2.25161699	2.265609964	1.715032669	1.724793286	1.674584972	0.821530471	0.749289482	1.059057476	1.389191091
Zm00001d017085	17.58352956	15.02805798	9.720394554	10.03477977	11.16150801	11.51295185	11.6122656	6.292448631	8.731156784	8.228846593	8.230049962
Zm00001d017088	0	0.589638326	0	0.503900104	0.487688834	0.610655041	0	0.319083487	0.077727857	0	0.554771499
Zm00001d017089	4.656162165	2.825430215	2.816641225	2.668461015	3.259776241	4.565914192	2.959617684	2.906904104	2.155183472	3.066643616	2.468231195
Zm00001d017090	75.45068707	72.54651679	61.23705129	67.7432394	54.78955388	71.59761672	46.92354014	60.17147941	62.08732354	57.55798344	52.90135494
Zm00001d017091	25.35396495	31.24976563	33.50710643	31.13775181	30.41977944	23.51787184	26.90030188	29.16218442	31.27948454	28.90152178	29.43640337
Zm00001d017092	121.2220892	101.8677856	199.2687418	197.6916455	185.5009023	125.8579959	140.3838781	304.6931723	291.5965165	323.7581312	332.6086442
Zm00001d017094	6.438127856	7.053116866	8.398070802	6.560676361	7.438471538	8.80998422	10.61430869	10.16306728	9.774768412	9.34245297	11.40897746
Zm00001d017096	27.18720559	38.22164271	38.90673472	41.81708881	37.5853772	23.07847909	29.52013626	32.49940526	32.01883008	29.27194986	29.35648223
Zm00001d017097	7.517435504	5.983922077	8.249967398	9.352563129	7.559912782	8.995048398	10.15430956	15.53430296	12.72018389	16.41687244	16.65038555
Zm00001d017099	5.516755974	5.377053093	3.455833952	2.797166821	3.978979664	3.701735993	4.180752796	3.443280121	3.465602357	3.500282507	4.231457027
Zm00001d017100	16.30446116	19.38536417	17.53910876	18.58220486	18.09162526	16.04037717	18.85210169	17.56376114	20.62614259	19.11401876	18.84007029
Zm00001d017101	0	2.162114943	1.18268871	0.365038121	1.212459142	0.801020409	2.959201455	0.217241999	0.130234409	1.572014271	2.804103893
Zm00001d017103	9.557598802	10.53767942	8.918553912	9.831752493	10.81520746	8.563529877	14.00925051	8.88735916	11.18056033	7.16818185	6.575314635
Zm00001d017104	0	0	0	0	0	179.453199	0	0	0	0	0
Zm00001d017106	8.870930663	11.07505017	10.07894453	10.45425792	10.79817769	7.987751089	9.342924702	7.718593899	8.698590597	9.430124531	8.896462357
Zm00001d017107	0.524942332	0.325930183	0.296497241	0.238163249	0.479866223	1.303191252	1.514176407	1.024661424	0.438196224	0.439709072	2.091468927
Zm00001d017109	1.94109376	3.072563061	3.636125239	3.951018212	2.562307924	1.816562563	1.62271762	1.669525702	1.226308807	2.038124246	1.491502297
Zm00001d017110	2.13361503	4.352876135	2.978082172	2.615892334	3.299306553	1.839253829	3.22206959	2.257330102	2.749248757	2.13273032	1.959924978
Zm00001d017111	59.1808574	45.73470439	40.85839046	44.5843947	48.6693316	88.377751	75.36071329	122.1697707	144.9175942	69.46093528	87.92778608
Zm00001d017113	1.742121834	5.166561575	3.856308055	4.289320653	4.601403479	1.757669973	3.375087844	2.696027218	3.412699424	2.710085917	2.79405507
Zm00001d017114	3.754229454	5.198693498	4.828258114	4.414872804	5.180464478	2.401204844	3.1909989	2.910000059	3.434576326	3.30156346	2.825024114
Zm00001d017115	3.527017974	0.340369313	1.148945519	0.435524307	0.585144977	2.962465912	1.66092205	1.469394317	1.445437225	1.112736063	1.548606501
Zm00001d017117	71.55286049	110.3723462	107.1820493	109.8978424	110.7393264	65.87624694	79.70411022	80.45774886	87.94725945	79.17339831	70.55623243
Zm00001d017118	142.030702	70.54876454	73.77907854	79.32532205	70.41694641	131.7718536	127.4008107	168.7166277	152.8926556	180.6248958	179.7332313
Zm00001d017119	8.621828138	15.86880779	11.46775998	13.10969904	12.69172772	12.45736509	24.8279697	17.0826963	21.74589936	17.30617864	19.25655083
Zm00001d017120	27.70921666	40.82281176	40.84959775	39.40689422	39.53217227	30.82707809	38.41121233	32.67529532	32.10721115	32.91845827	34.34828335
Zm00001d017121	73.82689561	118.9353227	97.75363326	89.16098145	81.31953591	56.54691225	108.3053565	397.52008	104.7044026	105.8986386	134.3709807
Zm00001d017124	2.338106697	5.232448238	4.090036694	3.692666486	2.759389721	3.759013361	3.691000335	1.854214491	3.853351637	2.044064285	2.373862225
Zm00001d017125	80.41795049	34.312613	27.35036482	31.18231404	34.60759452	86.02582672	57.97998247	45.69459047	30.48007476	36.85775765	33.40058953
Zm00001d017126	12.30464872	14.43891467	15.13728034	13.96847223	14.49287834	12.24914106	12.73146954	12.87715092	14.44873013	12.42644851	11.68621528
Zm00001d017128	4.493400338	3.079280733	3.739334862	3.10287838	3.409050872	5.126140173	4.364751995	3.924784863	3.869111765	3.795305875	3.242749187
Zm00001d017129	11.90820209	3.587775038	3.219973418	4.171237753	2.747786371	5.461834408	15.1129236	3.979527834	2.148024063	4.049629666	5.191258988
Zm00001d017130	8.616885732	6.493236838	7.706828581	9.88059955	10.84705581	10.34070808	12.68340624	14.82053581	11.60846057	16.28534604	14.1165737
Zm00001d017131	27.91105845	23.73573539	23.05799685	19.93890433	21.62733059	25.46808939	25.4374131	23.57382778	26.06559775	27.63844869	26.93652505
Zm00001d017135	0.361155758	0.119796668	0.087639072	0.255061738	0.414806846	0.334240381	0	0.791752306	1.89653295	0.310475805	0.428975976
Zm00001d017139	3.015186694	4.838533127	6.877897277	7.596200798	6.90647262	3.258984243	5.16993224	8.664286898	8.54246604	9.659416601	8.625669714
Zm00001d017141	306.0789188	248.9213858	251.9310498	255.2538125	227.0688284	297.6374533	244.3499081	207.7521012	181.0166258	209.7581012	192.8269408
Zm00001d017144	5.118426775	6.68426652	6.568864284	6.462633489	6.064133672	4.496392781	5.952927805	4.663297075	5.485830162	5.555329573	5.100663963
Zm00001d017145	3.427411788	2.499202186	2.481180942	2.442693352	2.285822249	3.752922996	3.622159412	2.022829229	1.947474329	2.223612083	2.934764379
Zm00001d017146	22.37847029	33.71687872	29.44472414	30.02249264	29.5168989	19.80063263	19.82544899	22.09893453	20.91364107	20.70712894	21.00447896
Zm00001d017147	56.57918291	11.865613	8.101998176	6.444945518	11.92735266	67.93170582	188.6774143	113.7995127	85.57302498	134.019234	174.2976158
Zm00001d017150	31.72503441	67.32151081	62.79121332	63.09947469	60.02840584	31.08646237	34.48075968	43.95117392	53.29331097	44.97981588	41.47347048
Zm00001d017151	23.49423006	17.53625069	23.02998495	25.2334805	22.05119049	20.95798786	16.92381285	28.19526426	26.16945591	30.28441233	37.71762931
Zm00001d017152	1.181235081	2.775543127	0.56185664	0.839201364	0.349721183	2.464683433	1.672786844	1.728225374	1.334549021	2.406130502	2.969123154
Zm00001d017153	19.36037735	26.20401075	26.00342359	25.79400547	27.63075067	16.39062174	24.41423484	22.09712406	20.20828703	19.85237367	25.27317807
Zm00001d017157	0.553918402	1.093898688	0.62531122	0.655197576	0.775904506	0.583388096	1.287278183	0.316751317	0.206594211	0.382734368	0.72821926
Zm00001d017164	2.294662295	4.448309702	4.284252561	3.988421106	4.370290727	1.906443345	1.969961706	2.76370397	2.798124124	3.165763643	2.377628426
Zm00001d017165	2.790068843	3.972047408	4.732271146	3.157056164	3.29447807	2.856419147	2.206456722	2.613764678	3.180410025	2.707036648	2.285782265
Zm00001d017166	5.294927797	6.790976823	5.741135737	5.695445875	6.450152528	4.389562207	4.296525273	4.368683366	5.368627335	4.760429427	4.540849615
Zm00001d017167	0.860060892	2.872865605	2.50415471	2.039371211	3.103881129	1.782586536	5.202528579	2.815010115	3.170023021	2.286325215	3.742698372
Zm00001d017168	71.50344826	115.3071979	146.4470423	148.5390935	132.2165414	65.37782622	63.71064271	110.2765267	104.5141771	104.4967328	99.6023257
Zm00001d017169	32.49693591	31.13939912	30.55337222	28.57416032	28.44947882	38.36781122	39.45741079	32.11099366	27.27036181	28.37511707	31.32686344
Zm00001d017170	0.883946812	2.138794966	2.402738788	2.437370774	2.016446406	0.534189121	0.854334762	1.792839842	1.678950328	1.190536995	1.544350544
Zm00001d017171	14.26228094	23.13471445	22.38412932	23.43314918	22.8169034	14.82198972	14.00770171	19.78529505	16.75986541	17.89091916	15.63049882
Zm00001d017174	98.83976972	84.55293255	67.16817596	72.3055217	67.83671902	86.19537485	84.01460912	65.31243552	76.38621958	67.31261866	64.51608725
Zm00001d017175	98.33963047	108.5241754	115.621865	109.8753336	96.06062303	80.83823758	74.72200811	89.98775875	108.5780052	100.3060518	83.02024901
Zm00001d017176	7.20682465	1.436229188	2.250775017	2.036685499	2.420904095	7.535658031	2.325072503	3.014395992	2.876604915	3.522819186	3.020830174
Zm00001d017177	201.2609887	178.4190652	169.6594994	171.9445256	159.7967185	183.2594467	159.9841002	162.0979803	166.9267797	173.9893673	154.5710284
Zm00001d017178	2.148582447	0.738014941	1.443436807	1.486849253	1.155872218	3.119975256	3.692557929	2.478431403	1.887572305	1.698245809	3.231427705
Zm00001d017179	18.53193612	7.060811769	9.626006102	11.40969496	10.4748719	37.29581102	26.00813246	32.77165405	24.06498629	33.88656998	37.11280706
Zm00001d017180	0.721615644	0.50450449	0.45047624	0.419046751	0.465439813	0.483978974	0.419314401	0.231485988	0.267565447	0.217993798	0.076188609
Zm00001d017185	67.52078511	66.02762573	81.65834706	73.8261223	70.58202266	66.71199624	48.95436502	73.14064141	72.45340528	63.73015935	59.79410111
Zm00001d017186	5.18414058	20.05122632	5.904063077	6.753160198	5.553552859	15.55660938	14.38721305	15.70285248	16.8875586	23.24123674	24.778998
Zm00001d017187	10.10657773	17.8439414	26.38137892	25.65854479	22.61121955	11.47460831	14.78679409	26.56648374	33.34162519	32.3312713	32.1711546
Zm00001d017189	0.873225552	1.147965187	1.706881997	1.337108109	1.167712304	0.971404219	0.708044334	0.735756433	0.680631759	0.913708492	1.328329128
Zm00001d017193	30.0174515	39.04095059	34.70833285	34.45802231	32.319514	26.20209447	31.92722337	27.82587263	30.09979779	30.67571614	29.39890527
Zm00001d017197	22.95180587	36.3515307	32.42202236	32.21243764	34.14146748	18.9983049	28.30824996	24.32999705	24.26374486	22.24496903	20.77800487
Zm00001d017199	0.953194242	3.836367729	1.387071989	2.197072686	2.138401394	1.248197018	4.69713164	1.087121382	1.534627169	2.396442074	3.257890494
Zm00001d017203	2.122437641	3.824030959	3.36632916	3.198147944	3.792732161	2.681091653	4.482143849	1.726407541	2.61480327	1.733016054	0.889620532
Zm00001d017204	15.33084476	31.70682717	24.26836551	21.62353625	19.91650896	13.92831811	24.79763408	11.52028147	13.27885546	13.34832043	18.21930528
Zm00001d017205	2.412414624	4.010206197	3.986100258	4.004891981	4.075060299	2.107850526	3.136077007	3.380431372	4.674882095	4.307423897	3.310325933
Zm00001d017206	64.14415695	53.2469384	86.70113975	85.38853781	72.65737786	68.03198274	57.27915438	112.3785	104.299015	113.6654077	104.9082543
Zm00001d017208	7.21644531	9.700013079	9.824459909	10.13556066	8.409382916	7.865078967	6.170586186	7.016105621	8.46978364	9.075589658	10.85198171
Zm00001d017213	11.42895077	19.1430367	15.51647779	14.37420021	12.58776558	6.709553787	6.022583408	5.789363209	7.17506228	10.9776129	9.006812072
Zm00001d017214	1.341823863	1.380292794	1.508957503	1.355315998	1.19313936	0.857007978	0.649533043	0.744993248	0.64835977	0.993705801	0.908159549
