Gene	mGM	3C	4BS+V 	5BS+V	6BS+V	PM	3PM	4PM	5/6PM	1M	2M
Zm00001d000001	481.8775414	212.345296	133.8385502	149.2487661	162.5956886	457.2156337	148.3948963	139.8770056	140.7478106	94.91975722	157.4632258
Zm00001d000002	3.885922615	4.469308325	3.13190045	3.524399033	3.729039698	3.303755398	4.492128129	2.78231098	2.457726176	5.579723935	3.697470676
Zm00001d000004	7.711175607	6.194451065	8.076780973	7.819921927	6.441474734	9.539034904	7.510859412	7.150774419	6.409187366	7.622923221	6.474329302
Zm00001d000005	26.31595929	28.09074475	27.53498757	29.16085897	29.02243908	24.65508861	24.18988752	29.2674747	31.80162824	26.76611649	24.78751501
Zm00001d000011	1.789924102	1.865085018	1.405917247	1.715281955	1.952888136	2.671281378	2.119840068	0.86223064	1.087927409	0.955985467	0.696267946
Zm00001d000019	0	3.574686991	1.364907811	1.973007759	2.43543784	2.686190935	0	1.495103251	0.118093261	0.976107825	1.50316768
Zm00001d000020	0	0.407758179	0.406219421	0	0.136019055	0	1.195721386	0	0.561732047	1.12702208	0.387105516
Zm00001d000021	24.48224194	41.49335062	38.31416691	38.20414651	43.04648244	23.10039055	30.84032479	27.93691847	30.40994546	27.61949401	22.97065315
Zm00001d000023	1.465859014	2.891121696	2.836473045	2.793450531	2.492147818	1.660938486	1.340124829	2.39204799	1.902883614	2.147361074	2.17090261
Zm00001d000029	4.835437522	7.507380055	6.199620065	5.910988257	6.233515991	6.050097373	9.268329348	7.987266248	5.962638424	5.837256585	6.59976061
Zm00001d000030	54.29273332	65.47944206	61.76881788	60.20483241	62.41462496	46.33416727	42.37921691	50.7212401	54.07448364	51.82426508	47.29917784
Zm00001d000034	6.965631218	9.738707389	9.766519725	8.665323172	8.491708511	6.27938652	6.193242081	6.199978002	6.733796149	6.71089572	7.158536261
Zm00001d000035	2.797557802	4.658534153	5.231549899	4.341737602	5.902535297	2.751633441	2.752988949	4.274966709	5.38327951	4.921206421	5.172805752
Zm00001d000036	2.852118973	1.636944706	1.386491748	0.931583443	1.033294606	4.193468676	1.463913162	1.001666748	0.853189067	1.157367845	1.638275363
Zm00001d000037	0.146953919	0	0	0	0	0	0	0	0	0.791812213	0.550090028
Zm00001d000038	2.291319864	2.058471142	1.013847488	0.922428114	1.243857021	1.009817231	0.647586207	0.378324038	0.700588235	1.325889759	1.822807785
Zm00001d000039	5.354001814	4.418482	3.82203696	4.072275309	4.747877921	4.406676657	3.012874927	2.406402569	1.952723357	2.868952336	3.440060376
Zm00001d000040	7.708840988	10.39380473	4.956605612	5.449345464	5.878163613	3.274747368	1.739036983	2.871927615	1.855939248	3.600508883	2.926782401
Zm00001d000041	10.46388893	13.2328237	9.312770141	8.896587802	9.493363255	7.100475713	6.068857573	5.261760351	4.218121353	5.553934205	4.9826768
Zm00001d000042	0.892285145	1.165383634	1.577459782	1.435791643	1.55522738	1.095556488	0.755330345	0.766817275	0.84997027	0.656295134	0.881245319
Zm00001d000045	0.790722785	1.030313173	0.668987361	0.539415427	0.652013085	1.157300597	0.665303112	0.364545707	0.409215445	0.628191985	0.569893038
Zm00001d000046	1.56216854	5.142344439	4.083863755	3.6436166	5.20610846	2.101431258	3.655598508	2.634600364	2.739928231	1.954249698	2.811014912
Zm00001d000052	7.546993924	8.38206598	7.473694402	8.263303378	7.145635534	6.570796337	7.601168826	6.16547125	5.936495544	5.803407221	5.538637427
Zm00001d000053	3.065206053	5.202876393	5.681363026	4.725966863	5.659308094	4.998494531	4.732338918	4.293893245	5.49622363	5.300256519	5.034754004
Zm00001d000064	0.98553068	0.435610438	0.353050956	0	0.213694876	0	0	0.213009954	0.289404752	0.245154875	0.749011262
Zm00001d000065	0.351899002	0.47054525	0.527914027	0.545359377	0.276745431	1.504894692	1.814213376	0.216895653	0.732453756	0.95551716	0.594626472
Zm00001d000066	7.482043174	4.714993824	3.581558798	4.549606244	3.532415592	6.823268515	4.211837117	5.131368974	3.725366472	3.479456474	4.545645605
Zm00001d000067	1.405446703	1.082986392	1.141755347	1.644060963	1.51847146	0.694813392	0.229252872	2.906741575	1.513620339	1.431140533	1.24406587
Zm00001d000072	3.180629794	1.130178517	1.033075525	0.867407811	1.575525529	2.843207678	1.76090147	1.59331645	1.526241419	1.263381866	1.550826255
Zm00001d000074	2.685018565	2.885713262	2.60868004	2.654282994	2.732370974	2.393834171	2.204815743	2.530884008	2.327810796	2.37498703	2.426750953
Zm00001d000077	2.064534429	2.872212509	2.631884504	2.556431017	2.790991992	1.603873155	2.595405934	1.242238583	2.090374103	1.399017701	1.425261806
Zm00001d000080	2.873892978	3.870477932	3.873117133	3.974918505	3.5158007	2.900772143	3.518202346	2.717754604	3.087715361	2.717814104	2.963154286
Zm00001d000085	2.800781511	6.432930562	5.900262814	6.068816698	6.517106519	3.168339582	3.587041571	2.579451957	3.016713597	3.388225719	2.919776043
Zm00001d000098	4.260611596	4.242715369	4.4397032	4.41403642	4.147742727	3.082729565	4.438935949	4.059841923	3.163393163	4.131247429	3.105518046
Zm00001d000099	9.04044711	12.30887284	12.47058108	12.44227214	11.284084	10.79112768	9.655141427	10.53298344	11.29006993	10.68379726	10.40983895
Zm00001d000101	0.45530056	1.61217878	1.235067611	1.319151864	1.068856017	0.458097816	0.922224208	0.333847611	0.444505066	0.542222803	0.325567823
Zm00001d000102	6.345509148	7.910632231	10.6954947	10.31752894	9.959859496	6.667407801	4.425694417	5.959014804	7.662458595	7.116177932	6.796570175
Zm00001d000107	1.601612862	0.273757091	0.244753916	0.188434461	0.142958281	1.525713672	1.729761476	10.66280859	7.76832278	3.006964671	8.119901723
Zm00001d000110	9.938519618	12.7393555	12.40608071	12.73177818	13.8065821	10.58619994	9.786798157	9.776532564	9.968393599	9.631578673	7.862540942
Zm00001d000112	3.927551058	2.070094463	2.754892925	3.495685411	3.203626685	1.705537122	7.073775656	4.126196578	6.043607392	7.771941651	8.924695107
Zm00001d000113	1.21275142	1.231534785	0.855246013	1.501479977	1.233311679	0.766365615	1.594919437	0.320355498	0.425220544	1.051057123	0.685354839
Zm00001d000116	12.51384128	14.88595327	16.9601187	20.18113838	20.5933147	16.53965387	14.50270042	16.66830132	18.64207918	18.20027802	16.08145878
Zm00001d000117	0	1.355930624	0.155020965	0.349198402	0.243094202	0	1.399949234	0.358425743	0.471081709	0.889958674	2.001815828
Zm00001d000120	300.8155684	215.0134199	258.1068576	262.4655656	218.778343	273.9969086	257.2895565	319.9020507	289.9962152	290.8636906	278.1589733
Zm00001d000121	1.110715613	0.776963794	0.384043384	0.44676173	0.198021992	1.223675472	1.339176587	0.052313503	0.023422651	0.126433675	0.139850139
Zm00001d000122	4.053030465	5.74495088	4.757534933	4.975013336	4.456938907	3.318896575	4.023746225	3.17231399	3.415245788	2.946600579	3.473330526
Zm00001d000123	18.96057059	17.48797883	23.82732885	23.6294328	22.43357781	23.87180634	29.94750467	33.58963478	35.35425616	34.94510249	39.94867687
Zm00001d000124	3.065928203	5.394351033	5.195830596	5.296015778	4.980443114	3.288583117	3.278660109	4.769814521	4.669100895	4.781440077	4.128788046
Zm00001d000126	3.004771809	3.104454437	3.047423493	2.906116182	3.378881876	3.303353935	5.033103753	3.599621104	3.426430279	4.013577758	3.817413223
Zm00001d000133	4.743260911	3.200547343	2.044083129	2.171793971	1.725917204	2.967822492	7.445452205	5.282167578	4.727348597	2.925343895	7.157079191
Zm00001d000135	0.89356249	1.270745586	1.292425769	1.406701497	1.987030978	1.075728725	0.978395783	0.674083305	1.045858373	0.972984773	0.741770096
Zm00001d000137	1.333460477	2.563189901	3.13466521	2.608033314	2.856889044	1.620387987	1.710894412	1.563674951	1.599964511	1.451036042	1.364899794
Zm00001d000141	3.533242035	0.664035034	1.596207846	1.820709278	1.181204927	0.783997242	0.831490607	2.849031565	3.069030985	2.459901241	1.899632067
Zm00001d000143	2.074750737	3.217389329	1.717839479	1.561423061	2.207060493	7.81470638	4.356898341	0.935569119	0.966540319	1.106962302	0.948149545
Zm00001d000147	2.162314048	0.145755221	0.720078242	0.602916989	0.846808472	2.263878036	0.681119146	4.074211344	3.589741894	2.295335744	2.528737782
Zm00001d000153	63.33723245	117.7275916	135.8619768	125.0057465	122.0743715	55.9318124	66.03244707	95.79734035	100.8761497	93.08998188	86.90353476
Zm00001d000159	0.567755527	0.416047666	0.475387785	0.262221358	0.504503274	0.774303257	1.473679912	0.68995067	0.306895719	0.471146502	0.477506086
Zm00001d000165	23.58686689	15.73019803	18.47206756	11.54632754	14.90553469	19.12782208	19.91636136	15.57851382	12.41008225	15.43984233	16.72594651
Zm00001d000166	1.589726186	2.064126683	1.896173666	2.247328993	2.470198782	1.959660587	1.855163892	1.750621692	1.390566407	1.720894029	1.607993642
Zm00001d000168	162.5458905	118.536016	109.0040635	106.8084125	101.0611403	140.4522576	134.1757919	130.9263519	102.2551168	110.7581076	115.4017853
Zm00001d000169	10.57446324	16.53892637	21.40523564	24.76042795	24.79376161	12.9796255	14.03677301	17.76502695	18.3598221	20.55841728	17.71553474
Zm00001d000176	0.309745677	0.098501007	0	0	0.153507434	1.098105957	0	0	1.054670594	0.699407138	1.509923823
Zm00001d000178	7.367062579	7.512819148	8.523688996	7.483806264	8.596107372	5.815702508	10.72425243	6.415882496	6.386735296	7.283003437	7.687350403
Zm00001d000179	0.487057086	0.526082299	0.063068532	0.551113088	0.436330197	0.699269877	0.758996652	0.316037472	0.654973245	0.404206672	0.184959602
Zm00001d000183	1.563635918	1.257028088	0.584010627	1.330600791	1.216166469	2.1513629	1.26769842	0.346308502	0.7588047	0.473807112	0.609641953
Zm00001d000184	12.68732513	10.2417348	6.197367657	5.995976744	4.492648981	10.95498271	11.65047639	4.573529326	6.921099818	7.255586487	6.198974039
Zm00001d000191	1.563548662	2.3738208	2.533370718	2.105693375	2.639162539	1.04739378	2.268621204	1.259584586	1.969479682	1.798160679	1.424753384
Zm00001d000197	35.03838252	13.83068625	13.13164274	14.26690021	16.59804309	48.99906489	18.02631743	22.86803571	14.30047959	20.5675914	19.18650124
Zm00001d000199	12.62238018	11.75547229	13.44526407	11.3728348	11.78045816	9.57174707	9.80693495	14.3777775	13.91646168	12.96097953	12.28539256
Zm00001d000202	72.01427501	74.74301438	67.09318987	69.6312924	65.57178997	79.2992021	73.02435252	73.75373196	67.37253686	58.98939903	63.6627549
Zm00001d000203	10.71483748	4.337670865	1.740952867	1.114785146	1.953855975	14.30459685	3.596439552	3.209890871	6.418189702	7.436834363	6.123764818
Zm00001d000204	2.633575443	1.269053133	0.711158954	1.051882208	1.248199997	3.0492594	9.709476439	7.071637961	3.795247816	5.165310759	6.832700595
Zm00001d000205	2.952189178	3.494590155	3.177631922	3.246412429	2.920971073	2.556539521	3.357198601	3.32334957	3.107479255	2.438187278	2.51913852
Zm00001d000208	1.699411082	0.411940085	0	0.102253652	0.223147276	2.099747056	2.115067421	0.834784144	0.333801708	0.413845267	0.297205344
Zm00001d000213	3.934821019	7.086682135	9.585085913	8.249150594	7.73065436	3.718964838	3.691149176	5.339626075	6.41669738	4.74020518	4.411694865
Zm00001d000216	0	0	0	0	0	0	0.702665759	0	0	0	0
Zm00001d000220	4.385472792	5.683947441	5.445646139	4.91357658	5.720185723	2.928781778	2.061386367	2.844944192	3.201660501	3.237489084	3.082323438
Zm00001d000222	40.10876038	14.00092926	10.17992305	8.673498177	9.782754139	44.63625835	19.38291712	11.09619653	13.61950185	16.30958571	13.93572361
Zm00001d000223	0.455505713	0.797826902	1.063300057	0.648030235	0.795023494	0.380934006	0.504830679	0.486366192	0.538077943	0.299210172	0.835287115
Zm00001d000224	7.278752051	6.019463775	2.236196512	3.234488801	5.164311772	10.62470041	6.959779727	0.742902447	2.029827808	1.707519843	1.207158762
Zm00001d000226	6.780640198	5.076749482	5.44804991	4.804207084	5.11059546	5.339562037	5.470592467	6.760283184	6.703728303	5.815493242	5.829544188
Zm00001d000227	72.91355377	50.4620746	55.15319114	55.94961219	58.54839822	74.63614277	52.63017298	61.0927927	67.57681516	66.59840657	72.65467604
Zm00001d000229	0	0	0	0	0	0	0	0	0.226616181	0.289982033	0
Zm00001d000230	5.967051231	5.802768726	6.134449822	6.230554231	8.311712085	4.91622389	8.646630946	9.732240349	7.374378611	8.435063753	10.86202651
Zm00001d000238	37.54412627	20.27049478	13.01439698	16.50954479	17.32753664	29.14885378	26.27296683	13.8028878	15.13167796	11.80265696	10.56151573
Zm00001d000240	24.69494376	17.52306276	14.71100149	16.07104174	16.55825255	19.66667838	24.44302678	22.13012025	24.04731158	22.68122827	21.4027289
Zm00001d000241	42.6279487	55.53826227	66.82740126	61.26736643	62.75180251	39.65088361	39.3425734	50.74582356	50.15851304	51.41139597	45.17221688
Zm00001d000242	1.568028865	0	0.758052384	0.502438729	0.226464829	0	0	0.250525593	0.31046796	0	0.414190309
Zm00001d000247	27.83251868	10.62850165	9.902415196	11.73154629	14.83200927	63.12675516	36.12179658	47.16528919	29.86254565	16.55111826	19.40086564
Zm00001d000255	0.407226812	1.269513475	1.212268236	1.192074875	1.541587082	0.40995574	0.526200503	1.175060584	1.139647908	0.746465832	0.6238337
Zm00001d000257	9.784048608	25.2711771	20.66172922	22.82204853	24.64723715	8.342721767	14.05835429	13.60448005	17.28878937	13.54003562	12.23370773
Zm00001d000259	166.39576	0	0	0	0	279.5959266	0	43.16961103	0	34.65243434	36.64749864
Zm00001d000260	5.839008699	1.380132004	5.139944693	0.264854014	0.390981719	8.008826251	0.99157914	1.507138313	0.913254855	3.344661398	7.427965783
Zm00001d000270	342.3772273	32.9684239	66.80630313	24.80002928	21.49100445	446.7373354	192.5855578	183.0204346	55.0287461	239.7710126	252.4900781
Zm00001d000272	4.77246735	1.185887491	4.514631477	0.33933199	0.240424401	7.380185953	0.680819345	1.313435852	0.757457361	3.057529037	5.318895897
Zm00001d000277	4.955890024	0.147931857	0.369700575	0.018961902	0.024673059	5.296315827	3.179223119	3.158852253	0.136726836	3.745098824	4.033997823
Zm00001d000282	4.086485665	1.106518287	3.976062994	0.125972839	0.14434167	6.558541423	0.822569912	2.061240745	0.700910502	3.097240701	5.071234865
Zm00001d000288	0	0.217448919	0.151006506	0.079590963	0.020450292	0.732872954	0.210868048	0.681086282	0.395525938	0.6162454	0.981898729
Zm00001d000291	28.14323124	19.00178386	14.81395735	14.96566444	13.7170078	15.23136107	16.97217596	6.193702777	4.156258581	11.44334844	9.224774713
Zm00001d000294	171.5063145	79.822133	98.05036	123.81632	119.339793	262.0606934	98.26521889	220.9912068	195.4090784	191.3108382	218.8259292
Zm00001d000295	36.48914541	36.99806119	42.62075729	43.6485533	41.14068437	34.31761281	32.60844721	171.020347	37.94325928	41.78559614	39.91033179
Zm00001d000299	0.063661278	0.426641559	0.310168833	0.109871583	0.214519639	0.054461937	2.576428632	0.538807174	0.429891852	1.951204414	1.326960757
Zm00001d000300	50.01849096	102.7444874	114.1158053	122.219877	113.8981002	43.1585761	53.12170224	66.57369638	63.30658274	67.31674647	61.57026651
Zm00001d000301	1.930595443	2.159475838	2.619385189	2.300818538	2.478977365	1.716123024	1.126861891	1.323251257	1.224511673	1.101808991	1.68759182
Zm00001d000302	38.5547209	24.20116627	27.62612708	26.51377957	28.99683573	35.39208691	33.53456845	33.4229467	28.85813516	35.12328986	35.86708122
Zm00001d000304	0	0	0	0	0	0	9.974442481	0.235907978	0	0	0
Zm00001d000305	6.254916257	5.041425885	3.330753832	2.882710757	3.299567811	7.392735696	10.30236409	5.580533646	5.898048365	5.886765728	5.739281239
Zm00001d000308	7.162113933	2.257390148	5.522915159	5.209693787	5.313472293	7.279300814	5.053660218	3.665641317	5.941696618	6.338568424	11.79381163
Zm00001d000310	19.97262926	5.716514604	5.910401	4.646155995	6.755234872	24.38068956	19.19242283	12.11136313	12.83428002	18.12943303	21.64695304
Zm00001d000311	6.619139694	6.67080756	7.33772469	7.19122342	5.752725051	4.922508777	5.182868309	4.540348811	6.393790296	5.651670972	5.261703915
Zm00001d000312	0.42012631	1.089979359	3.26350145	1.524807298	1.951934149	0.987713886	0.40952198	1.437852426	1.051200993	1.533060549	0.794635121
Zm00001d000313	12.48510593	15.88168991	18.57031498	17.12783274	16.51302725	9.722705556	10.34426404	10.79471581	11.89240472	11.08895242	12.11138555
Zm00001d000314	8.389107575	8.3158547	5.099723663	6.225222606	5.212785636	9.718633908	6.403464133	5.542368238	6.897446117	6.572341976	7.952337658
Zm00001d000316	3.519014708	2.390595172	1.963632726	2.355014419	2.717930068	2.40492811	3.093598233	3.072394807	3.185529824	2.802445618	2.701822466
Zm00001d000320	4.517709195	3.02001679	1.596258292	1.959606121	1.619979501	4.584561944	1.887179209	1.12319805	1.074574582	0.922130789	1.042707121
Zm00001d000328	1.020027073	1.981393432	1.603869808	1.80805364	1.718148963	0.874538557	0.963620231	0.753977755	0.708963393	0.772183319	1.04331939
Zm00001d000329	9.69611841	15.47206655	14.78361686	13.85346406	13.77174259	7.540392799	9.87980207	8.539583983	9.25374726	7.593631094	8.851410132
Zm00001d000339	19.25578933	8.611218083	8.897003142	13.56795727	12.46972504	25.26456335	15.35007903	16.72489776	15.79504611	18.58518453	20.65692806
Zm00001d000345	24.50014352	18.1935726	15.80606724	13.22018888	14.25290137	25.22745308	28.66238743	19.37918729	15.18656574	21.46603167	22.85920922
Zm00001d000346	0.778666534	1.734965509	1.186673468	0.829341047	1.21590921	0.759336169	2.202581022	0.851853233	0.8027122	0.668939936	0.674541146
Zm00001d000349	13.55166229	16.75270473	26.43223286	24.17462737	22.96712041	14.92913037	16.63258012	22.12223214	24.09354074	26.59996054	24.1729854
Zm00001d000350	2.609320931	8.219832951	13.70142831	12.4184604	11.17808361	3.394162697	5.205070528	7.283150877	9.878085961	9.258487381	6.581159251
Zm00001d000357	1.80714174	1.840931116	1.750102348	1.290467012	1.808437821	2.740433046	2.977408216	2.508661478	3.385235889	2.374660451	1.629750891
Zm00001d000358	0.857575743	0.620605129	0.657096997	0.902748704	0.715353381	1.42939308	1.20255514	1.134898797	0.962923364	0.896147134	1.097991895
Zm00001d000360	1.606588225	1.940443219	2.135835031	2.246708855	1.840995982	1.764376686	1.869239531	3.587277183	3.321703911	3.287595696	2.571638521
Zm00001d000370	3.220769892	3.372351058	2.832723629	2.869454794	3.073897037	2.947660837	2.140822115	3.492613091	3.768223968	4.108248722	5.752996512
Zm00001d000377	0.360534175	1.136261376	0.893706498	0.589725508	0.55506747	0.462128007	0.740044428	0.464672546	0.182855048	0.476415332	0.42288285
Zm00001d000379	15.29832178	20.46318121	19.62851958	20.93327635	20.83469251	19.57795854	32.20409535	20.35807799	18.89337176	21.08273703	20.68903248
Zm00001d000380	71.52287326	46.43315727	36.9217526	42.11629258	44.35367488	66.24978279	44.0755247	54.08022436	51.55722621	37.60748861	37.18145692
Zm00001d000381	6.43442298	4.022159931	3.535615442	3.981234146	4.197103805	7.50238151	7.940822136	5.099513577	6.411601466	5.651755254	5.80547522
Zm00001d000382	0.755644788	1.419280302	1.247297607	1.530629616	1.416355836	0.819281322	1.204896358	0.655912294	0.574236049	0.697972218	0.62945638
Zm00001d000388	25.95299589	2.80545895	8.680546546	0	0	28.77767212	0.221941046	5.123786518	1.205545797	2.414520769	7.127559931
Zm00001d000390	0.944885185	0.558115912	0.713193518	1.062161802	0.966305847	1.169905697	2.605125098	0.413344059	0	0.728513534	0.480658522
Zm00001d000391	6.590818746	9.752996615	10.56701451	9.168128977	8.973429963	5.873198504	6.384746473	8.901453355	9.217597583	8.237816763	8.874344227
Zm00001d000396	6.920316109	11.65698928	12.20368964	10.71581328	10.32938692	8.575415389	13.52192513	7.629958812	8.564792494	9.608378029	10.89537074
Zm00001d000399	69.44392216	88.00738635	165.2737679	168.6202977	155.9693679	73.2031147	92.63935418	166.6003916	144.2327602	179.9602116	199.9910472
Zm00001d000400	4.596337123	4.447889884	7.013278386	6.42851676	5.261560553	6.089329525	4.57956859	1.470735034	0.552076248	1.511119136	1.178688341
Zm00001d000401	6.233404144	7.186435622	8.383136831	8.636664515	7.956361987	7.584990595	5.950472857	5.503732865	6.716234222	6.801928994	4.775962782
Zm00001d000402	0.284477473	1.152890762	0.327858059	0.817408885	0.672476413	1.841161747	4.33583879	2.219868302	1.798256969	1.977541348	3.187349759
Zm00001d000403	3.922704571	3.429432453	2.884382256	1.714324838	2.782261902	2.615676298	3.827477825	3.835025034	3.366733344	3.589268295	3.429433156
Zm00001d000408	4.134229897	0.45142759	0.494746954	0.389135169	0.484879835	6.624374486	3.619546884	2.103054257	0.827533095	1.719155918	2.161500755
Zm00001d000411	0	0.40953815	0	0	0.352947826	0.590728969	0	0	0.317911797	0	0
Zm00001d000417	2.838745635	1.058395619	3.252311323	0.524095304	0.660949806	5.041115034	1.077905176	1.570698892	1.101587544	3.412949662	5.585331341
Zm00001d000418	0	0	0.162007498	0	0.170158117	0	0	0.118156535	0.274451599	1.612990612	0.987468282
Zm00001d000419	0.820592771	1.635162734	1.709323597	1.200411265	1.329288733	0.420786689	0.663870152	0.76970915	0.698408434	1.019939916	0.828088984
Zm00001d000424	6.919515017	5.193248662	3.282108002	3.221887281	3.277548829	10.21936017	4.523651578	3.723253532	2.785376065	5.682981007	5.54263416
Zm00001d000428	13.30455754	12.34110288	12.45000808	11.2808907	13.18967446	11.91821403	14.41056164	10.2107291	10.70890029	10.62237359	9.361314338
Zm00001d000429	0	0.452146626	0	0.92706088	0.594271918	0	10.87042594	0	2.255734749	3.483875125	0
Zm00001d000430	4.400611027	5.11570335	4.03383583	5.635755055	3.97245015	5.578314903	5.875499411	4.020837825	5.076858935	4.93303018	5.04359798
Zm00001d000432	89.19300819	151.9430827	158.950787	152.1493796	141.9547994	73.98173227	77.43413091	99.80287431	102.1871369	100.5064171	88.85672984
Zm00001d000434	1.047668374	1.701602062	0.359608509	0.3940082	0.8168445	0.895610743	2.79365349	0.467493628	1.153081724	2.291621773	0.170533357
Zm00001d000435	1.495531932	1.810954944	1.890903395	1.933955981	1.612986342	2.455849658	2.296757274	1.716785727	1.329547219	1.699073252	1.825318554
Zm00001d000436	5.215784151	8.980891541	9.008102328	9.872213957	9.523937672	5.769473455	7.162915877	5.459849065	8.862320489	6.539001472	6.184267868
Zm00001d000439	3.83691754	9.760168402	7.275331407	8.66682193	10.3094169	3.883273946	9.004221862	16.77524105	23.38051953	19.76664729	21.09651356
Zm00001d000443	6.264243728	6.180282486	6.140083577	5.654110263	6.549895891	6.126261585	6.635501752	6.964905437	3.482260049	5.049812231	5.953707479
Zm00001d000444	4.021910841	3.054038036	2.791609299	2.653622193	2.004354466	4.035760858	3.475860815	3.796020674	3.354763167	3.888426708	3.66992694
Zm00001d000449	1.91051244	0.018591158	0.050963237	0.041518982	0	2.489160428	0.915309214	0.578457257	0.011432903	0.410716546	0.955132681
Zm00001d000452	0.677052087	1.019478761	1.371263155	1.155151092	1.356173425	0.846410408	0.896533822	1.626727834	0.774844961	0.778443878	1.070899089
Zm00001d000458	0.535578541	0	0	0	0.112129305	1.008178662	0	1.155242426	0.591682149	0.494908808	0
Zm00001d000465	2.121335808	0.565322383	0.884233539	0.928849096	0.64844493	2.567915994	1.298817425	1.519838067	2.320474771	1.2225485	1.538781343
Zm00001d000492	4.837695695	0.000365877	0.343322991	0.279759481	0.000133937	5.05489525	3.16E-26	0.111699152	0.000250882	0.200499665	2.88E-08
Zm00001d000493	9.40E-10	2.45E-07	0.650881032	1.98E-12	0.261263554	2.61E-05	1.96E-05	0.006386275	0.816762924	2.06E-05	0.012271887
Zm00001d000499	2.188712158	2.346569692	1.664866233	2.917551159	2.259932679	1.928847763	3.539342435	0.731594528	1.496765296	2.447176552	2.549043063
Zm00001d000505	3.771266606	1.061312559	2.514725057	0.473822387	0.407029119	6.281979699	1.684809715	0.994624217	0.488617747	1.39797479	1.577806336
Zm00001d000506	333.1599037	149.637971	127.9581353	156.1097002	198.9180102	786.439563	641.1146912	500.2679888	411.7738714	184.7694465	294.8997004
Zm00001d000508	1.981930088	2.646407234	4.968278794	4.390341047	4.714608174	2.279315763	2.14793506	6.401062875	8.397319177	5.906951865	4.373343104
Zm00001d000522	15.61867877	33.88655267	24.26517986	25.24733646	29.11902512	16.0719195	41.23940435	16.08062844	30.00149572	23.08713741	19.13935787
Zm00001d000523	1.310011823	1.529947088	1.52346588	1.453097102	1.658152843	1.26254889	1.557374957	1.246038615	1.513294384	1.38831766	0.980795655
Zm00001d000524	6.520339668	14.51785483	10.52936101	11.42747283	12.78543225	5.94459189	12.12445065	6.926698073	9.921446886	8.649835231	6.278587501
Zm00001d000526	1.532273384	2.848554515	1.640109011	1.664193889	1.782858721	1.68160075	4.610850283	1.254200932	1.556300018	1.894822756	1.851398715
Zm00001d000536	888.1255319	188.7183241	235.5209383	198.6787725	168.5339758	509.9587488	370.3993037	365.129937	290.5894188	455.2222989	431.538773
Zm00001d000547	0	0.060529868	0.439198101	0.206893499	0.382995085	0.818259953	2.071819303	0.488574368	0.349067504	0.647477745	0.395778856
Zm00001d000551	0	2.173841567	1.955636231	2.644553205	2.592032778	0	0	0.680962118	0.692090357	0.25528616	0.414344654
Zm00001d000553	0.768311108	0.155645347	0.355014766	0.398715462	0.151678592	1.247084056	0.551698188	0.33435623	0.471607117	0.443089012	1.117476851
Zm00001d000557	3.600316457	0.999623354	1.907032914	0.399640134	0.221592873	4.428568757	0.644090976	1.807363211	0.467410445	1.741444751	2.673786056
Zm00001d000565	0.557122998	0.778479971	1.285100949	1.127058854	1.077112514	1.730899199	2.613923966	0.559651693	0.664004307	0.461344686	0.534506344
Zm00001d000568	0	0.264972126	0.136739719	0.405353765	0.401100437	0	0	0.86009899	0.888140865	1.180728967	0.926409205
Zm00001d000582	23.36626493	13.86741411	16.48626528	16.43907266	12.9391122	34.02686463	28.89949818	12.49904633	14.28760588	16.08737391	13.9855364
Zm00001d000599	1.799949448	1.312585223	2.175871834	1.77560049	1.478583955	2.607232752	1.475008462	2.219748835	1.392472078	2.127392116	1.973393098
Zm00001d000600	0	0	0	0	0	0	0	0	0	0	0
Zm00001d000607	2.149539732	0	0	0	0	0	0	0.353659052	0	0.568010832	0
Zm00001d000617	4.365979532	0.457276188	1.949288163	2.356097143	1.060318599	0.463773727	1.203517254	1.025999314	1.716516817	8.487449175	2.938235931
Zm00001d000620	3.419849019	1.106942993	0.845494818	1.185867307	0.31578935	6.871067936	1.121795079	1.194642575	0.903090319	0.744586444	0.945407529
Zm00001d000621	0	0	0	0	0	0	1.040879574	0	0	0	0
Zm00001d000623	59.41940821	36.65377393	44.55903643	41.89597791	26.62561884	45.08067526	37.75830493	58.07044726	59.61523404	59.09187567	42.67256797
Zm00001d000634	0.57588361	0.371411387	0.895214828	0.412881354	0.397145254	1.050535869	0.41717543	0.593296611	0.378830781	0.670102004	0.796409963
Zm00001d000636	0	0.331617038	0.367857765	0.2330658	0.129317477	1.042636352	1.317830882	0.746748374	0.635211039	0.178790448	0
Zm00001d000639	0	0	0.552117718	0	0	0	0	0	0	0	0
Zm00001d000640	0.919950219	0	0	0	0.178955098	0.560754091	0.912349612	0.141249363	0.56344928	0.180433429	1.038480816
Zm00001d000641	21.59665983	4.017229707	4.744865165	4.573315335	3.76111487	25.91279552	10.83223365	15.45915938	7.925023466	15.02809025	12.18612853
Zm00001d000648	0	0.438280139	0.114024667	0.652956277	0.233535884	0	0.401746274	0	0.246608086	0.758662176	0
Zm00001d000653	0	0	0.662600752	0	0	0	0	0	0	0	0
Zm00001d000679	1.367176683	0.81673383	0.676469192	1.369568075	0.897330188	1.269782956	1.260020463	1.181611938	1.541313772	1.234334484	0.785167687
Zm00001d000683	0.596914121	0.655946563	1.879496475	1.404552479	1.577602499	0.677430893	0.699214284	0.648602738	1.351059794	1.141666209	0.202204179
